Store Name,Address,City,State,Zipcode,Phone,URL,Country,Region
La Mesa,8125 FLETCHER PKWY,LA MESA,CA,91942-2934,(619) 667-8504,https://www.costco.com/warehouse-locations/la-mesa-ca-469.html,US,SD
Lancaster CA,1141 W AVENUE L,LANCASTER,CA,93534-7077,(661) 802-4470,https://www.costco.com/warehouse-locations/lancaster-ca-lancaster-ca-762.html,US,LA
La Quinta,79795 HIGHWAY 111,LA QUINTA,CA,92253-4756,(760) 775-0363,https://www.costco.com/warehouse-locations/la-quinta-ca-638.html,US,CC
Livermore,2800 INDEPENDENCE DR,LIVERMORE,CA,94551-7628,(925) 443-6306,https://www.costco.com/warehouse-locations/livermore-ca-146.html,US,BA
Lodi,2680 REYNOLDS RANCH PKWY,LODI,CA,95240-6848,(209) 366-7300,https://www.costco.com/warehouse-locations/lodi-ca-1091.html,US,CC
Los Feliz,2901 LOS FELIZ BLVD,LOS ANGELES,CA,90039-1502,(323) 644-5201,https://www.costco.com/warehouse-locations/los-feliz-los-angeles-ca-130.html,US,LA
Manteca,2440 DANIELS ST,MANTECA,CA,95337-6745,(209) 825-8200,https://www.costco.com/warehouse-locations/manteca-ca-1031.html,US,CC
Marysville CA,1214 N BEALE RD,LINDA,CA,95901,(530) 491-2717,https://www.costco.com/warehouse-locations/marysville-ca-linda-ca-1658.html,US,CC
Merced,1445 R ST,MERCED,CA,95340-5850,(209) 725-5020,https://www.costco.com/warehouse-locations/merced-ca-142.html,US,CC
Mission Valley,2345 FENTON PKWY,SAN DIEGO,CA,92108-4743,(619) 358-4000,https://www.costco.com/warehouse-locations/mission-valley-san-diego-ca-488.html,US,SD
Modesto,3801 PELANDALE AVE,MODESTO,CA,95356-8300,(209) 342-4903,https://www.costco.com/warehouse-locations/modesto-ca-661.html,US,CC
Montclair,9404 CENTRAL AVE,MONTCLAIR,CA,91763-2421,(909) 575-5004,https://www.costco.com/warehouse-locations/montclair-ca-686.html,US,CC
Monterey Park,2000 MARKET PLACE DR,MONTEREY PARK,CA,91755-7402,(323) 890-1904,https://www.costco.com/warehouse-locations/monterey-park-ca-1318.html,US,CC
Morena,4605 MORENA BLVD,SAN DIEGO,CA,92117-3650,(858) 270-6920,https://www.costco.com/warehouse-locations/morena-san-diego-ca-401.html,US,SD
Moreno Valley,12700 DAY ST,MORENO VALLEY,CA,92553-7521,(951) 697-8900,https://www.costco.com/warehouse-locations/moreno-valley-ca-455.html,US,CC
Mountain View,1000 N RENGSTORFF AVE,MOUNTAIN VIEW,CA,94043-1716,(650) 988-1841,https://www.costco.com/warehouse-locations/mountain-view-ca-143.html,US,BA
Murrieta,35875 WARM SPRINGS PARKWAY,MURRIETA,CA,92563,(951) 223-4839,https://www.costco.com/warehouse-locations/murrieta-ca-1390.html,US,CC
Natomas,3881 E COMMERCE WAY,SACRAMENTO,CA,95834,(916) 265-9594,https://www.costco.com/warehouse-locations/natomas-sacramento-ca-1674.html,US,CC
NE San Jose,1709 AUTOMATION PKWY,SAN JOSE,CA,95131-1866,(408) 678-2150,https://www.costco.com/warehouse-locations/ne-san-jose-san-jose-ca-1004.html,US,BA
Newark,350 NEWPARK MALL,NEWARK,CA,94560,(510) 493-2953,https://www.costco.com/warehouse-locations/newark-ca-1660.html,US,BA
N Fresno,7100 N ABBY ST,FRESNO,CA,93720-2920,(559) 437-3643,https://www.costco.com/warehouse-locations/n-fresno-fresno-ca-657.html,US,CC
Northridge,8810 TAMPA AVE,NORTHRIDGE,CA,91324-3519,(818) 775-1860,https://www.costco.com/warehouse-locations/northridge-ca-437.html,US,LA
Norwalk CA,12324 HOXIE AVE,NORWALK,CA,90650-2211,(562) 929-0826,https://www.costco.com/warehouse-locations/norwalk-ca-norwalk-ca-410.html,US,LA
Novato,300 VINTAGE WAY,NOVATO,CA,94945-5007,(415) 899-1332,https://www.costco.com/warehouse-locations/novato-ca-141.html,US,BA
Ontario Business Center,3680 E GUASTI RD,ONTARIO,CA,91761,(909) 789-1221,https://www.costco.com/warehouse-locations/ontario-business-center-ontario-ca-947.html,US,CC
Oxnard,2001 E VENTURA BLVD,OXNARD,CA,93036-1813,(805) 983-4200,https://www.costco.com/warehouse-locations/oxnard-ca-420.html,US,LA
Pacoima,13550 PAXTON ST,PACOIMA,CA,91331-2352,(818) 272-2700,https://www.costco.com/warehouse-locations/pacoima-ca-1071.html,US,LA
Palm Desert,72800 DINAH SHORE DR,PALM DESERT,CA,92211-0814,(760) 770-2810,https://www.costco.com/warehouse-locations/palm-desert-ca-441.html,US,CC
Poway,12155 TECH CENTER DR,POWAY,CA,92064-7156,(858) 848-2451,https://www.costco.com/warehouse-locations/poway-ca-775.html,US,SD
Rancho Cordova,11260 WHITE ROCK RD,RANCHO CORDOVA,CA,95742-6571,(916) 724-2240,https://www.costco.com/warehouse-locations/rancho-cordova-ca-438.html,US,CC
Rancho Cucamonga,11800 4TH ST,RANCHO CUCAMONGA,CA,91730-6129,(909) 581-1703,https://www.costco.com/warehouse-locations/rancho-cucamonga-ca-678.html,US,CC
Rancho Del Rey,895 E H ST,CHULA VISTA,CA,91910-7807,(619) 656-0826,https://www.costco.com/warehouse-locations/rancho-del-rey-chula-vista-ca-460.html,US,SD
Redding,4805 BECHELLI LANE,REDDING,CA,96002,(530) 222-0199,https://www.costco.com/warehouse-locations/redding-ca-1445.html,US,CC
Redwood City,2300 MIDDLEFIELD RD,REDWOOD CITY,CA,94063-2854,(650) 568-4040,https://www.costco.com/warehouse-locations/redwood-city-ca-1042.html,US,BA
Richmond CA,4801 CENTRAL AVENUE,RICHMOND,CA,94804-5801,(510) 898-2003,https://www.costco.com/warehouse-locations/richmond-ca-richmond-ca-482.html,US,BA
Rohnert Park,5901 REDWOOD DR,ROHNERT PARK,CA,94928-2076,(707) 540-9113,https://www.costco.com/warehouse-locations/rohnert-park-ca-659.html,US,BA
Roseville CA,6750 STANFORD RANCH RD,ROSEVILLE,CA,95678-1907,(916) 789-1485,https://www.costco.com/warehouse-locations/roseville-ca-roseville-ca-29.html,US,CC
Sacramento Business Center,3360 EL CAMINO AVE,SACRAMENTO,CA,95821-6308,(916) 426-4560,https://www.costco.com/warehouse-locations/sacramento-business-center-sacramento-ca-893.html,US,CC
Sacramento,7981 E STOCKTON BLVD,SACRAMENTO,CA,95823-9606,(916) 682-3569,https://www.costco.com/warehouse-locations/sacramento-ca-464.html,US,CC
Salinas,1339 N DAVIS RD,SALINAS,CA,93907-1988,(831) 424-4242,https://www.costco.com/warehouse-locations/salinas-ca-472.html,US,CC
San Bernardino,1099 E HOSPITALITY LN,SAN BERNARDINO,CA,92408-2813,(909) 478-3445,https://www.costco.com/warehouse-locations/san-bernardino-ca-478.html,US,CC
Sand City,801 TIOGA AVE,SAND CITY,CA,93955-3050,(831) 899-1255,https://www.costco.com/warehouse-locations/sand-city-ca-131.html,US,CC
San Diego Business Center,7803 OTHELLO AVE,SAN DIEGO,CA,92111-3709,(858) 810-5835,https://www.costco.com/warehouse-locations/san-diego-business-center-san-diego-ca-578.html,US,SD
San Dimas,520 N LONE HILL AVE,SAN DIMAS,CA,91773-1725,(909) 962-5507,https://www.costco.com/warehouse-locations/san-dimas-ca-1015.html,US,CC
San Francisco,450 10TH ST,SAN FRANCISCO,CA,94103-4304,(415) 626-4388,https://www.costco.com/warehouse-locations/san-francisco-ca-144.html,US,BA
San Jose Business Center,2376 S EVERGREEN LOOP,SAN JOSE,CA,95122,(669) 236-4679,https://www.costco.com/warehouse-locations/san-jose-business-center-san-jose-ca-848.html,US,BA
San Jose,2201 SENTER RD,SAN JOSE,CA,95112-2627,(408) 275-0199,https://www.costco.com/warehouse-locations/san-jose-ca-148.html,US,BA
San Juan Capistrano,33961 DOHENY PARK RD,SAN JUAN CAPISTRANO,CA,92675-4835,(949) 240-3558,https://www.costco.com/warehouse-locations/san-juan-capistrano-ca-429.html,US,CC
San Leandro,1900 DAVIS ST,SAN LEANDRO,CA,94577-1209,(510) 562-6708,https://www.costco.com/warehouse-locations/san-leandro-ca-118.html,US,BA
San Luis Obispo,1540 FROOM RANCH WAY,SAN LUIS OBISPO,CA,93405-7211,(805) 541-7000,https://www.costco.com/warehouse-locations/san-luis-obispo-ca-741.html,US,CC
San Marcos Business Center,150 S. BENT AVE,SAN MARCOS,CA,92078,(760) 410-5681,https://www.costco.com/warehouse-locations/san-marcos-business-center-san-marcos-ca-1581.html,US,SD
San Marcos,725 CENTER DRIVE,SAN MARCOS,CA,92069-3536,(760) 871-6867,https://www.costco.com/warehouse-locations/san-marcos-ca-1080.html,US,SD
Santa Clara,1601 COLEMAN AVE,SANTA CLARA,CA,95050-3122,(408) 567-9000,https://www.costco.com/warehouse-locations/santa-clara-ca-129.html,US,BA
Santa Clarita,18649 VIA PRINCESSA,SANTA CLARITA,CA,91387-4935,(661) 250-2818,https://www.costco.com/warehouse-locations/santa-clarita-ca-447.html,US,LA
Santa Cruz,220 SYLVANIA AVE,SANTA CRUZ,CA,95060-2161,(831) 469-0961,https://www.costco.com/warehouse-locations/santa-cruz-ca-149.html,US,CC
Santa Maria,1700 S. BRADLEY RD.,SANTA MARIA,CA,93454-8001,(805) 928-8459,https://www.costco.com/warehouse-locations/santa-maria-ca-1275.html,US,CC
Santa Rosa,1900 SANTA ROSA AVE,SANTA ROSA,CA,95407-7621,(707) 578-3775,https://www.costco.com/warehouse-locations/santa-rosa-ca-41.html,US,CC
Santee,101 TOWN CENTER PKWY,SANTEE,CA,92071-5802,(619) 562-3227,https://www.costco.com/warehouse-locations/santee-ca-403.html,US,SD
SE San Diego,650 GATEWAY CENTER DR,SAN DIEGO,CA,92102-4530,(619) 358-2303,https://www.costco.com/warehouse-locations/se-san-diego-san-diego-ca-483.html,US,SD
Signal Hill,2200 E WILLOW ST,SIGNAL HILL,CA,90755-2132,(562) 427-2537,https://www.costco.com/warehouse-locations/signal-hill-ca-424.html,US,LA
Simi Valley,2660 PARK CENTER DR,SIMI VALLEY,CA,93065-6207,(805) 578-3301,https://www.costco.com/warehouse-locations/simi-valley-ca-128.html,US,LA
S San Francisco Business Center,900 DUBUQUE AVE,SOUTH SAN FRANCISCO,CA,94080-1805,(650) 784-4047,https://www.costco.com/warehouse-locations/s-san-francisco-business-center-south-san-francisco-ca-654.html,US,BA
S San Francisco,451 S AIRPORT BLVD,SOUTH SAN FRANCISCO,CA,94080-6909,(650) 872-2021,https://www.costco.com/warehouse-locations/s-san-francisco-south-san-francisco-ca-422.html,US,BA
Stockton,1616 E HAMMER LN,STOCKTON,CA,95210-4119,(209) 478-2040,https://www.costco.com/warehouse-locations/stockton-ca-38.html,US,CC
Sunnyvale,150 LAWRENCE STATION RD,SUNNYVALE,CA,94086-5309,(408) 730-1892,https://www.costco.com/warehouse-locations/sunnyvale-ca-423.html,US,BA
SW Bakersfield,4900 PANAMA LN,BAKERSFIELD,CA,93313-3479,(661) 398-4740,https://www.costco.com/warehouse-locations/sw-bakersfield-bakersfield-ca-643.html,US,CC
Temecula,26610 YNEZ RD,TEMECULA,CA,92591-4697,(951) 719-2000,https://www.costco.com/warehouse-locations/temecula-ca-491.html,US,CC
Torrance,2640 LOMITA BLVD,TORRANCE,CA,90505-5214,(310) 891-1020,https://www.costco.com/warehouse-locations/torrance-ca-1202.html,US,LA
Tracy,3250 W GRANT LINE RD,TRACY,CA,95304-8427,(209) 830-5340,https://www.costco.com/warehouse-locations/tracy-ca-658.html,US,CC
Turlock,2955 N TEGNER RD,TURLOCK,CA,95380-9401,(209) 656-5301,https://www.costco.com/warehouse-locations/turlock-ca-782.html,US,CC
Tustin,2700 PARK AVE,TUSTIN,CA,92782-2708,(714) 338-1933,https://www.costco.com/warehouse-locations/tustin-ca-1001.html,US,LA
Tustin Ranch,2655 EL CAMINO REAL,TUSTIN,CA,92782-8918,(714) 838-7895,https://www.costco.com/warehouse-locations/tustin-ranch-tustin-ca-122.html,US,LA
Ukiah,1275 AIRPORT PARK BLVD,UKIAH,CA,95482-7400,(707) 313-8004,https://www.costco.com/warehouse-locations/ukiah-ca-1297.html,US,CC
Vacaville,1051 HUME WAY,VACAVILLE,CA,95687-5558,(707) 453-7343,https://www.costco.com/warehouse-locations/vacaville-ca-694.html,US,BA
Vallejo,198 PLAZA DR,VALLEJO,CA,94591-3702,(707) 553-6400,https://www.costco.com/warehouse-locations/vallejo-ca-132.html,US,BA
Van Nuys,6100 SEPULVEDA BLVD,VAN NUYS,CA,91411-2503,(818) 989-5132,https://www.costco.com/warehouse-locations/van-nuys-ca-48.html,US,LA
Victorville,14555 VALLEY CENTER DR,VICTORVILLE,CA,92395-4216,(760) 524-9904,https://www.costco.com/warehouse-locations/victorville-ca-1010.html,US,CC
Visalia,1405 W CAMERON AVE,VISALIA,CA,93277-9527,(559) 735-2400,https://www.costco.com/warehouse-locations/visalia-ca-1017.html,US,CC
Vista,1755 HACIENDA DR,VISTA,CA,92081-4546,(760) 631-7255,https://www.costco.com/warehouse-locations/vista-ca-124.html,US,SD
Westlake Village,5700 LINDERO CANYON RD,WESTLAKE VILLAGE,CA,91362-4063,(818) 597-3901,https://www.costco.com/warehouse-locations/westlake-village-ca-117.html,US,LA
Westminster Business Center,13225 BEACH BLVD,WESTMINSTER,CA,92683-9210,(657) 400-7006,https://www.costco.com/warehouse-locations/westminster-business-center-westminster-ca-943.html,US,LA
Woodland,2299 BRONZE STAR DR,WOODLAND,CA,95776-5409,(530) 406-2120,https://www.costco.com/warehouse-locations/woodland-ca-1003.html,US,CC
Woodland Hills,21800 VICTORY BLVD,WOODLAND HILLS,CA,91367-2227,(818) 884-9099,https://www.costco.com/warehouse-locations/woodland-hills-ca-1205.html,US,LA
Yorba Linda,22633 SAVI RANCH PKWY,YORBA LINDA,CA,92887-4647,(714) 282-6650,https://www.costco.com/warehouse-locations/yorba-linda-ca-445.html,US,CC
Arvada,5195 WADSWORTH BLVD,ARVADA,CO,80002-4617,(303) 463-3603,https://www.costco.com/warehouse-locations/arvada-co-676.html,US,SW
Aurora,1471 S HAVANA ST,AURORA,CO,80012-4013,(303) 750-2116,https://www.costco.com/warehouse-locations/aurora-co-439.html,US,SW
Denver Business Center,400 S ZUNI ST,DENVER,CO,80223-1969,(303) 830-4529,https://www.costco.com/warehouse-locations/denver-business-center-denver-co-650.html,US,SW
